TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2019,1,28,19,0,7XX E 28TH AVE,Kensington-Cedar Cottage,493468.1077,5454759.396
Theft from Vehicle,2019,1,27,20,0,7XX E 28TH AVE,Kensington-Cedar Cottage,493520.0403,5454757.49
Theft from Vehicle,2019,5,5,18,0,7XX E 29TH AVE,Kensington-Cedar Cottage,493500.178,5454660.253
Theft from Vehicle,2019,8,28,19,0,7XX E 29TH AVE,Kensington-Cedar Cottage,493500.6215,5454660.239
Theft from Vehicle,2019,1,5,15,0,7XX E 29TH AVE,Kensington-Cedar Cottage,493545.6298,5454667.984
Theft from Vehicle,2019,5,31,7,34,7XX E 30TH AVE,Kensington-Cedar Cottage,493582.967,5454525.329
Theft from Vehicle,2019,3,29,16,57,7XX E 32ND AVE,Kensington-Cedar Cottage,493426.2594,5454326.553
Theft from Vehicle,2019,9,12,19,0,7XX E 38TH AVE,Kensington-Cedar Cottage,493470.2392,5453656.445
Theft from Vehicle,2019,7,18,0,0,7XX E 38TH AVE,Kensington-Cedar Cottage,493534.1447,5453655.05
Theft from Vehicle,2019,10,22,18,0,7XX E 38TH AVE,Kensington-Cedar Cottage,493578.8033,5453663.238
Theft from Vehicle,2019,4,4,18,0,7XX E 39TH AVE,Kensington-Cedar Cottage,493431.3774,5453562.481
Theft from Vehicle,2019,4,4,22,0,7XX E 39TH AVE,Kensington-Cedar Cottage,493431.3774,5453562.481
Theft from Vehicle,2019,4,5,3,30,7XX E 39TH AVE,Kensington-Cedar Cottage,493431.3774,5453562.481
Theft from Vehicle,2019,5,23,0,0,7XX E 39TH AVE,Kensington-Cedar Cottage,493551.1324,5453559.933
Theft from Vehicle,2019,10,15,18,0,7XX E 43RD AVE,Sunset,493417.7412,5453143.159
Theft from Vehicle,2019,9,24,2,25,7XX E 47TH AVE,Sunset,493401.0619,5452730.527
Theft from Vehicle,2019,11,10,20,0,7XX E 50TH AVE,Sunset,493494.2388,5452422.212
Theft from Vehicle,2019,2,16,15,0,7XX E 50TH AVE,Sunset,493569.0767,5452421.391
Theft from Vehicle,2019,9,13,3,18,7XX E 51ST AVE,Sunset,493395.3403,5452308.775
Theft from Vehicle,2019,9,2,14,1,7XX E 52ND AVE,Sunset,493395.2668,5452213.864
Theft from Vehicle,2019,4,27,2,30,7XX E 52ND AVE,Sunset,493572.1598,5452219.485
Theft from Vehicle,2019,3,5,18,0,7XX E 53RD AVE,Sunset,493386.481,5452133.653
Theft from Vehicle,2019,5,1,1,0,7XX E 55TH AVE,Sunset,493468.8869,5451905.608
Theft from Vehicle,2019,2,2,1,30,7XX E 58TH AVE,Sunset,493499.0926,5451620.848
Theft from Vehicle,2019,5,8,19,0,7XX E 59TH AVE,Sunset,493374.6081,5451526.327
Theft from Vehicle,2019,8,5,0,0,7XX E 60TH AVE,Sunset,493382.273,5451427.232
Theft from Vehicle,2019,1,24,18,30,7XX E 60TH AVE,Sunset,493556.8714,5451430.676
Theft from Vehicle,2019,2,26,15,30,7XX E 60TH AVE,Sunset,493556.8714,5451430.676
Theft from Vehicle,2019,5,29,18,30,7XX E 61ST AVE,Sunset,493380.4857,5451335.447
Theft from Vehicle,2019,5,3,15,0,7XX E 62ND AVE,Sunset,493437.3358,5451238.676
Theft from Vehicle,2019,5,7,1,0,7XX E 6TH AVE,Mount Pleasant,493536.328,5456938.967
Theft from Vehicle,2019,3,5,14,0,7XX E 6TH AVE,Mount Pleasant,493536.4707,5456948.11
Theft from Vehicle,2019,4,29,21,0,7XX E 6TH AVE,Mount Pleasant,493536.4707,5456948.11
Theft from Vehicle,2019,11,12,22,0,7XX E 6TH AVE,Mount Pleasant,493538.7365,5456948.074
Theft from Vehicle,2019,8,19,17,0,7XX E 6TH AVE,Mount Pleasant,493631.9039,5456937.474
Theft from Vehicle,2019,5,14,20,0,7XX E 7TH AVE,Mount Pleasant,493523.1533,5456840.233
Theft from Vehicle,2019,5,16,0,0,7XX E 7TH AVE,Mount Pleasant,493523.1533,5456840.233
Theft from Vehicle,2019,8,19,21,0,7XX E 7TH AVE,Mount Pleasant,493525.9702,5456840.194
Theft from Vehicle,2019,8,23,19,0,7XX E 7TH AVE,Mount Pleasant,493525.9702,5456840.194
Theft from Vehicle,2019,10,24,22,0,7XX E 7TH AVE,Mount Pleasant,493525.9702,5456840.194
Theft from Vehicle,2019,5,15,20,0,7XX E 7TH AVE,Mount Pleasant,493590.65,5456839.287
Theft from Vehicle,2019,8,24,18,0,7XX E 7TH AVE,Mount Pleasant,493590.65,5456839.287
Theft from Vehicle,2019,8,30,14,48,7XX E BROADWAY AVE,Mount Pleasant,493521.834,5456634.502
Theft from Vehicle,2019,3,15,4,45,7XX E CORDOVA ST,Strathcona,493496.2333,5458815.069
Theft from Vehicle,2019,3,15,5,0,7XX E CORDOVA ST,Strathcona,493496.2333,5458815.069
Theft from Vehicle,2019,6,8,15,0,7XX E CORDOVA ST,Strathcona,493499.7026,5458814.954
Theft from Vehicle,2019,4,20,12,30,7XX E CORDOVA ST,Strathcona,493566.1237,5458812.752
Theft from Vehicle,2019,6,20,12,0,7XX E CORDOVA ST,Strathcona,493613.0201,5458820.347
Theft from Vehicle,2019,9,23,12,30,7XX E CORDOVA ST,Strathcona,493613.0201,5458820.347
Theft from Vehicle,2019,1,4,12,0,7XX E CORDOVA ST,Strathcona,493629.3578,5458810.657
Theft from Vehicle,2019,4,27,22,0,7XX E CORDOVA ST,Strathcona,493652.9575,5458819.024
Theft from Vehicle,2019,8,15,23,0,7XX E GEORGIA ST,Strathcona,493482.9642,5458403.244
Theft from Vehicle,2019,10,1,5,30,7XX E GEORGIA ST,Strathcona,493482.9642,5458403.244
Theft from Vehicle,2019,1,17,18,0,7XX E GEORGIA ST,Strathcona,493508.5789,5458402.919
Theft from Vehicle,2019,8,8,22,0,7XX E GEORGIA ST,Strathcona,493508.5789,5458402.919
Theft from Vehicle,2019,6,20,1,30,7XX E GEORGIA ST,Strathcona,493545.881,5458402.443
Theft from Vehicle,2019,1,18,16,30,7XX E HASTINGS ST,Strathcona,493493.3454,5458711.279
Theft from Vehicle,2019,8,19,18,0,7XX E HASTINGS ST,Strathcona,493526.3953,5458709.705
Theft from Vehicle,2019,9,22,0,15,7XX E HASTINGS ST,Strathcona,493606.15,5458715.06
Theft from Vehicle,2019,4,30,22,30,7XX E HASTINGS ST,Strathcona,493606.15,5458715.06
Theft from Vehicle,2019,4,1,23,0,7XX E HASTINGS ST,Strathcona,493635.4599,5458704.51
Theft from Vehicle,2019,3,10,17,45,7XX E PENDER ST,Strathcona,493490.3969,5458605.119
Theft from Vehicle,2019,5,9,0,0,7XX E PENDER ST,Strathcona,493490.3969,5458605.119
Theft from Vehicle,2019,5,18,23,59,7XX E PENDER ST,Strathcona,493490.3969,5458605.119
Theft from Vehicle,2019,8,15,19,0,7XX E PENDER ST,Strathcona,493517.0419,5458613.357
Theft from Vehicle,2019,11,6,20,0,7XX E PENDER ST,Strathcona,493575.9762,5458602.189
Theft from Vehicle,2019,9,11,12,27,7XX EVANS AVE,Strathcona,493526.3066,5457702.594
Theft from Vehicle,2019,1,2,6,0,7XX EXPO BLVD,Central Business District,491929.2003,5458350.885
Theft from Vehicle,2019,1,18,18,30,7XX EXPO BLVD,Central Business District,491929.2003,5458350.885
Theft from Vehicle,2019,1,23,19,0,7XX EXPO BLVD,Central Business District,491929.2003,5458350.885
Theft from Vehicle,2019,1,24,9,30,7XX EXPO BLVD,Central Business District,491929.2003,5458350.885
Theft from Vehicle,2019,2,9,18,30,7XX EXPO BLVD,Central Business District,491929.2003,5458350.885
Theft from Vehicle,2019,10,5,18,0,7XX EXPO BLVD,Central Business District,491931.7988,5458341.675
Theft from Vehicle,2019,6,25,9,0,7XX EXPO BLVD,Central Business District,491932.0202,5458350.816
Theft from Vehicle,2019,8,13,16,7,7XX EXPO BLVD,Central Business District,491932.0202,5458350.816
Theft from Vehicle,2019,9,17,17,0,7XX EXPO BLVD,Central Business District,491932.0202,5458350.816
Theft from Vehicle,2019,10,5,17,46,7XX EXPO BLVD,Central Business District,491932.0202,5458350.816
Theft from Vehicle,2019,10,13,17,50,7XX EXPO BLVD,Central Business District,491932.0202,5458350.816
Theft from Vehicle,2019,10,22,11,0,7XX EXPO BLVD,Central Business District,491932.0202,5458350.816
Theft from Vehicle,2019,10,31,23,3,7XX EXPO BLVD,Central Business District,491932.0202,5458350.816
Theft from Vehicle,2019,8,10,21,0,7XX GILFORD ST,West End,490112.8267,5460050.427
Theft from Vehicle,2019,1,1,8,9,7XX GILFORD ST,West End,490115.5766,5460053.243
Theft from Vehicle,2019,2,14,20,20,7XX GORE AVE,Strathcona,492937.1478,5458400.012
Theft from Vehicle,2019,7,27,12,31,7XX GORE AVE,Strathcona,492944.9076,5458419.349
Theft from Vehicle,2019,10,15,13,30,7XX GORE AVE,Strathcona,492944.9076,5458419.349
Theft from Vehicle,2019,5,1,15,0,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.312
Theft from Vehicle,2019,5,9,20,10,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.312
Theft from Vehicle,2019,7,12,8,0,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.775
Theft from Vehicle,2019,8,21,8,0,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.775
Theft from Vehicle,2019,8,29,19,20,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.775
Theft from Vehicle,2019,9,1,17,59,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.775
Theft from Vehicle,2019,9,12,11,30,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.775
Theft from Vehicle,2019,9,12,15,35,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.775
Theft from Vehicle,2019,9,23,17,48,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.775
Theft from Vehicle,2019,11,14,10,0,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.775
Theft from Vehicle,2019,9,7,7,0,7XX GRANVILLE ST,Central Business District,491373.149,5458836.131
Theft from Vehicle,2019,5,25,23,14,7XX GRANVILLE ST,Central Business District,491398.8673,5458862.007
Theft from Vehicle,2019,10,30,14,37,7XX GRANVILLE ST,Central Business District,491405.3528,5458855.561
Theft from Vehicle,2019,9,11,0,0,7XX GREAT NORTHERN WAY,Strathcona,493528.0207,5457109.916
Theft from Vehicle,2019,9,13,21,30,7XX GREAT NORTHERN WAY,Strathcona,493528.0207,5457109.916
Theft from Vehicle,2019,9,18,12,0,7XX GREAT NORTHERN WAY,Strathcona,493528.0207,5457109.916
Theft from Vehicle,2019,10,14,12,0,7XX GREAT NORTHERN WAY,Strathcona,493528.0207,5457109.916
Theft from Vehicle,2019,10,20,8,39,7XX GREAT NORTHERN WAY,Strathcona,493528.0207,5457109.916
Theft from Vehicle,2019,11,1,14,0,7XX GREAT NORTHERN WAY,Strathcona,493528.0207,5457109.916
Theft from Vehicle,2019,11,5,18,0,7XX GREAT NORTHERN WAY,Strathcona,493528.0207,5457109.916
Theft from Vehicle,2019,1,29,23,0,7XX HAMILTON ST,Central Business District,491585.1434,5458472.449
Theft from Vehicle,2019,3,10,20,30,7XX HAMILTON ST,Central Business District,491585.1434,5458472.449
Theft from Vehicle,2019,3,24,18,0,7XX HAMILTON ST,Central Business District,491585.1434,5458472.449
Theft from Vehicle,2019,6,1,10,45,7XX HAMILTON ST,Central Business District,491587.1107,5458474.387
Theft from Vehicle,2019,9,25,19,0,7XX HAMILTON ST,Central Business District,491587.1107,5458474.387
Theft from Vehicle,2019,2,19,10,57,7XX HAMILTON ST,Central Business District,491595.323,5458495.312
Theft from Vehicle,2019,3,8,8,30,7XX HAMILTON ST,Central Business District,491595.323,5458495.312
Theft from Vehicle,2019,3,26,10,0,7XX HAMILTON ST,Central Business District,491595.323,5458495.312
Theft from Vehicle,2019,4,23,19,11,7XX HAMILTON ST,Central Business District,491596.5841,5458496.554
Theft from Vehicle,2019,11,5,10,0,7XX HAMILTON ST,Central Business District,491596.5841,5458496.554
Theft from Vehicle,2019,3,21,9,45,7XX HAMILTON ST,Central Business District,491619.0324,5458518.667
Theft from Vehicle,2019,2,3,17,30,7XX HAMILTON ST,Central Business District,491642.0459,5458528.501
Theft from Vehicle,2019,2,24,17,27,7XX HAMILTON ST,Central Business District,491686.9924,5458572.776
Theft from Vehicle,2019,6,22,21,25,7XX HAMILTON ST,Central Business District,491686.9924,5458572.776
Theft from Vehicle,2019,6,28,17,3,7XX HAMILTON ST,Central Business District,491686.9924,5458572.776
Theft from Vehicle,2019,7,25,16,30,7XX HAMILTON ST,Central Business District,491686.9924,5458572.776
Theft from Vehicle,2019,9,8,23,0,7XX HAMILTON ST,Central Business District,491686.9924,5458572.776
Theft from Vehicle,2019,9,13,16,30,7XX HAMILTON ST,Central Business District,491686.9924,5458572.776
Theft from Vehicle,2019,9,14,10,18,7XX HAMILTON ST,Central Business District,491686.9924,5458572.776
Theft from Vehicle,2019,10,15,9,36,7XX HAMILTON ST,Central Business District,491686.9924,5458572.776
Theft from Vehicle,2019,11,8,18,0,7XX HAMILTON ST,Central Business District,491686.9924,5458572.776
Theft from Vehicle,2019,2,9,4,15,7XX HAMILTON ST,Central Business District,491689.4646,5458575.211
Theft from Vehicle,2019,3,4,0,0,7XX HAMILTON ST,Central Business District,491689.4646,5458575.211
Theft from Vehicle,2019,3,15,5,42,7XX HAMILTON ST,Central Business District,491689.4646,5458575.211
Theft from Vehicle,2019,5,9,4,7,7XX HAMILTON ST,Central Business District,491689.4646,5458575.211
Theft from Vehicle,2019,9,6,19,0,7XX HEATLEY AVE,Strathcona,493483.0057,5458402.684
Theft from Vehicle,2019,4,12,12,0,7XX HEATLEY AVE,Strathcona,493483.1023,5458406.31
Theft from Vehicle,2019,2,8,23,30,7XX HELMCKEN ST,Central Business District,490885.8247,5458446.282
Theft from Vehicle,2019,3,25,18,0,7XX HELMCKEN ST,Central Business District,490885.8247,5458446.282
Theft from Vehicle,2019,4,17,12,45,7XX HELMCKEN ST,Central Business District,490885.8247,5458446.282
Theft from Vehicle,2019,9,21,23,30,7XX HELMCKEN ST,Central Business District,490887.4707,5458444.682
Theft from Vehicle,2019,2,9,15,30,7XX HELMCKEN ST,Central Business District,490896.019,5458423.63
Theft from Vehicle,2019,4,5,15,20,7XX HELMCKEN ST,Central Business District,490915.5312,5458417.423
Theft from Vehicle,2019,5,4,8,0,7XX HELMCKEN ST,Central Business District,490915.5312,5458417.423
Theft from Vehicle,2019,6,14,16,0,7XX HELMCKEN ST,Central Business District,490915.5312,5458417.423
Theft from Vehicle,2019,7,4,0,0,7XX HELMCKEN ST,Central Business District,490915.5312,5458417.423
Theft from Vehicle,2019,10,3,18,0,7XX HELMCKEN ST,Central Business District,490915.5312,5458417.423
Theft from Vehicle,2019,1,3,0,0,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.17
Theft from Vehicle,2019,8,16,23,45,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.17
Theft from Vehicle,2019,9,17,18,45,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.17
Theft from Vehicle,2019,9,28,0,0,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.17
Theft from Vehicle,2019,2,16,12,18,7XX HOMER ST,Central Business District,491618.129,5458643.891
Theft from Vehicle,2019,10,2,17,0,7XX HOMER ST,Central Business District,491618.129,5458643.891
Theft from Vehicle,2019,1,4,0,0,7XX HOMER ST,Central Business District,491620.5714,5458646.34
Theft from Vehicle,2019,1,16,21,15,7XX HOMER ST,Central Business District,491620.5714,5458646.34
Theft from Vehicle,2019,4,10,18,0,7XX HOMER ST,Central Business District,491620.5714,5458646.34
Theft from Vehicle,2019,4,14,10,6,7XX HOMER ST,Central Business District,491620.5714,5458646.34
Theft from Vehicle,2019,1,11,19,4,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,2,4,16,50,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,2,13,12,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,3,5,9,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,3,5,9,30,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,4,17,6,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,4,20,15,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,5,8,6,55,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,5,22,17,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,5,30,21,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,6,2,9,25,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,8,3,16,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,8,17,8,30,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,10,7,6,45,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,10,7,10,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,10,7,18,33,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,10,23,14,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,10,23,16,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,10,23,21,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,10,28,16,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,10,29,20,13,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,11,3,13,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,11,10,16,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,11,13,16,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.792
Theft from Vehicle,2019,8,30,21,30,7XX HORNBY ST,Central Business District,491207.5124,5458941.241
Theft from Vehicle,2019,8,10,17,55,7XX HORNBY ST,Central Business District,491265.7192,5459000.438
Theft from Vehicle,2019,7,15,22,45,7XX HOWE ST,Central Business District,491331.4323,5458928.462
Theft from Vehicle,2019,1,24,10,57,7XX HOWE ST,Central Business District,491333.8896,5458930.931
Theft from Vehicle,2019,2,10,2,0,7XX HOWE ST,Central Business District,491333.8896,5458930.931
Theft from Vehicle,2019,4,22,3,30,7XX HOWE ST,Central Business District,491333.8896,5458930.931
Theft from Vehicle,2019,4,24,5,0,7XX HOWE ST,Central Business District,491333.8896,5458930.931
Theft from Vehicle,2019,1,19,19,5,7XX JACKSON AVE,Strathcona,493190.5117,5458391.309
Theft from Vehicle,2019,10,25,0,0,7XX JACKSON AVE,Strathcona,493200.3679,5458414.643
Theft from Vehicle,2019,3,22,7,0,7XX JERVIS ST,West End,490659.077,5459382.394
Theft from Vehicle,2019,4,21,17,0,7XX JERVIS ST,West End,490659.077,5459382.394
Theft from Vehicle,2019,4,4,20,30,7XX JERVIS ST,West End,490665.6613,5459376.048
Theft from Vehicle,2019,1,26,14,12,7XX JERVIS ST,West End,490667.7605,5459378.227
Theft from Vehicle,2019,7,21,14,0,7XX JERVIS ST,West End,490667.7605,5459378.227
Theft from Vehicle,2019,9,8,9,0,7XX JERVIS ST,West End,490667.7605,5459378.227
Theft from Vehicle,2019,1,11,17,30,7XX JERVIS ST,West End,490698.8574,5459410.496
Theft from Vehicle,2019,5,12,2,50,7XX JERVIS ST,West End,490698.8574,5459410.496
Theft from Vehicle,2019,6,16,15,30,7XX JERVIS ST,West End,490698.8574,5459410.496
Theft from Vehicle,2019,8,11,0,0,7XX JERVIS ST,West End,490698.8574,5459410.496
Theft from Vehicle,2019,11,2,16,0,7XX KASLO ST,Hastings-Sunrise,496606.9917,5458387.699
Theft from Vehicle,2019,1,11,6,30,7XX KEEFER ST,Strathcona,493487.7954,5458507.811
Theft from Vehicle,2019,9,20,12,0,7XX KEEFER ST,Strathcona,493490.209,5458505.423
Theft from Vehicle,2019,11,3,10,50,7XX KEEFER ST,Strathcona,493490.209,5458505.423
Theft from Vehicle,2019,10,9,21,30,7XX KEEFER ST,Strathcona,493597.723,5458509.707
Theft from Vehicle,2019,10,7,21,0,7XX KINGSWAY AVE,Mount Pleasant,493470.0245,5455998.541
Theft from Vehicle,2019,10,6,15,0,7XX KINGSWAY AVE,Kensington-Cedar Cottage,493514.0409,5455955.197
Theft from Vehicle,2019,4,13,20,0,7XX KOOTENAY ST,Hastings-Sunrise,498133.2854,5458372.389
Theft from Vehicle,2019,11,13,2,25,7XX MAIN ST,Strathcona,492745.256,5458375.421
Theft from Vehicle,2019,6,14,13,5,7XX MAIN ST,Strathcona,492747.661,5458425.562
Theft from Vehicle,2019,6,23,22,0,7XX MAIN ST,Strathcona,492747.661,5458425.562
Theft from Vehicle,2019,6,23,23,30,7XX MAIN ST,Strathcona,492747.661,5458425.562
Theft from Vehicle,2019,6,24,0,0,7XX MAIN ST,Strathcona,492747.661,5458425.562
Theft from Vehicle,2019,7,9,1,10,7XX MAIN ST,Strathcona,492747.661,5458425.562
Theft from Vehicle,2019,7,13,6,22,7XX MAIN ST,Strathcona,492747.661,5458425.562
Theft from Vehicle,2019,7,21,21,31,7XX MAIN ST,Strathcona,492747.661,5458425.562
Theft from Vehicle,2019,9,28,14,0,7XX MAIN ST,Strathcona,492747.661,5458425.562
Theft from Vehicle,2019,10,10,20,15,7XX MAIN ST,Strathcona,492747.661,5458425.562
Theft from Vehicle,2019,4,11,18,50,7XX MAIN ST,Strathcona,492747.721,5458426.647
Theft from Vehicle,2019,8,17,15,0,7XX MILLYARD ST,Fairview,491218.3292,5457113.961
Theft from Vehicle,2019,8,18,0,0,7XX MILLYARD ST,Fairview,491224.0966,5457131.755
Theft from Vehicle,2019,4,26,23,50,7XX NELSON ST,Central Business District,491010.7484,5458540.992
Theft from Vehicle,2019,10,18,19,0,7XX NELSON ST,Central Business District,491010.7484,5458540.992
Theft from Vehicle,2019,2,3,23,0,7XX NELSON ST,Central Business District,491046.628,5458504.814
Theft from Vehicle,2019,8,20,23,33,7XX NEON ST,Central Business District,490656.223,5458114.368
Theft from Vehicle,2019,8,7,17,45,7XX PACIFIC BLVD,Central Business District,491969.6723,5458156.549
Theft from Vehicle,2019,1,21,21,0,7XX PACIFIC BLVD,Central Business District,491970.8693,5458157.503
Theft from Vehicle,2019,2,21,4,0,7XX PACIFIC BLVD,Central Business District,491970.8693,5458157.503
